,Unnamed: 0,State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long,lat,long
1807,1807,ABIA,IKWUANO,ARIAM,01-05-09-016,NTUGBU VILLAGE HEALTH CENTRE,29,63,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,21,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618675/result_162224_1677506724_thumb.jpg,5.3599189,7.6185384,,
1808,1808,ABIA,IKWUANO,USAKA,01-05-10-010,NDI OBUBA AMAEGBU VILLAGE,33,52,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,30,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618676/result_162234_1677507294_thumb.jpg,5.3618054,7.6493858,,
1809,1809,ABIA,IKWUANO,OBORO III,01-05-07-009,NDORO CENTRAL SCHOOL III,47,81,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,3,41,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618677/result_162190_1677501145_thumb.jpg,5.437184,7.5690337,,
1810,1810,ABIA,IKWUANO,OBORO III,01-05-07-010,NDORO CENTRAL SCHOOL IV,155,296,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,134,13,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618678/result_162191_1677501385_thumb.jpg,5.437184,7.5690337,,
1811,1811,ABIA,IKWUANO,OBORO III,01-05-07-011,"OKWE COMM, SCH. OKWE III",21,37,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,17,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618679/result_162192_1677501703_thumb.jpg,5.4212046,7.5721235,,
1812,1812,ABIA,IKWUANO,OBORO III,01-05-07-012,OKWE COMMUNITY SCHOOL IV,46,75,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,36,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618680/result_162193_1677502503_thumb.jpg,5.4212046,7.5721235,,
1813,1813,ABIA,IKWUANO,OBORO III,01-05-07-013,AHUWA COMM. SCH. AHUWA IV,75,145,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,63,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618681/result_162194_1677502665_thumb.jpg,5.4123316,7.5434636,,
1814,1814,ABIA,IKWUANO,OBORO IV,01-05-08-012,OGBUEBULE CENTRAL SCH. III,49,104,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,43,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618682/result_162206_1677500651_thumb.jpg,5.3913454,7.5707688,,
1816,1816,ABIA,IKWUANO,OBORO IV,01-05-08-014,NNONO CENTRAL SCH. IV,88,148,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,80,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618684/result_162208_1677500847_thumb.jpg,5.4319724,7.5423259,,
1817,1817,ABIA,IKWUANO,OLOKO I,01-05-01-010,OBEACHARA COMMUNITY SQUARE,5,60,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,3,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618685/result_162101_1677500735_thumb.jpg,5.3787963,7.5355555,,
1818,1818,ABIA,IKWUANO,OLOKO I,01-05-01-011,UMUOSOKO COMMUNITY TOWN HALL,45,101,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,31,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618686/result_162102_1677501034_thumb.jpg,5.3841698,7.5995622,,
1819,1819,ABIA,IKWUANO,OLOKO II,01-05-02-009,NCHARA COMMUNITY SCHOOL - NCHARA III,18,43,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,10,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618689/result_162119_1677503897_thumb.jpg,5.3362691,7.5436012,,
1821,1821,ABIA,ISIALA NGWA NORTH,AMAPU NTIGHA,01-06-08-010,UMUNKA II VILLAGE COUNCIL HALL,29,85,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,20,8,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618691/result_162377_1677507323_thumb.jpg,5.3075014,7.4040556,,
1826,1826,ABIA,ISIALA NGWA NORTH,AMASAA NSULU,01-06-01-015,UMUNKEYI VILLAGE HALL,98,188,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,56,41,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618696/result_162249_1677644182_thumb.jpg,5.3263415,7.4794968,,
1828,1828,ABIA,ISIALA NGWA NORTH,AMASAA NTIGHA,01-06-07-018,MBARAUGBA VILLAGE HALL,73,270,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,58,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618699/result_162365_1677506717_thumb.jpg,5.2868186,7.4165053,,
1855,1855,ABIA,ISIALA NGWA NORTH,UMUOHA,01-06-09-022,"UMUOCHULOR VILLAGE HALL, ICHI",45,86,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/06/ward/09/pu/022/022-1677392187.pdf,5.3396162,7.3408535,,
1857,1857,ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-020,UMUIKPE VILLAGE HALL,36,54,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,24,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/127168/127168-1677511679.pdf,5.3327978,7.4760047,,
1859,1859,ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-022,UMUEREKE - VILLAGE SQUARE,57,86,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,37,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/127170/127170-1677510882.pdf,5.3327978,7.4760047,,
1860,1860,ABIA,ISIALA NGWA SOUTH,AKUNEKPU EZIAMA NA OBUBA,01-07-06-023,UMUIKEAMA - VILLAGE HALL,43,81,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,35,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17599/pu/127171/127171-1677511851.pdf,5.3327978,7.4760047,,
1863,1863,ABIA,ISIALA NGWA SOUTH,AMAISE / AMAISE ANABA,01-07-01-016,UMUOGOLOR COUNCIL HALL,2,3,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618757/result_162435_1677514113_thumb.jpg,5.2416166,7.2922646,,
1870,1870,ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-022,IHEORJI - VILLAGE HALL,54,97,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,51,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/127161/127161-1677581604.pdf,5.3175563,7.4489531,,
1873,1873,ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-025,OKPOKIRI - CUSTOMARY COURT,48,118,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,34,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/127164/127164-1677578662.pdf,5.3175563,7.4489531,,
1874,1874,ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-026,UMUMGBOHO VILLAGE HALL,102,199,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,67,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/127165/127165-1677511589.pdf,5.3175563,7.4489531,,
1875,1875,ABIA,ISIALA NGWA SOUTH,EHINA GURU OSOKWA,01-07-05-027,UMUAZUMA- VILLAGE HALL,73,148,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,47,18,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17598/pu/127166/127166-1677579146.pdf,5.3175563,7.4489531,,
1877,1877,ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-016,MBUTU AMANKWO - MARKET SQUARE,29,87,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,12,12,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17597/pu/127157/127157-1677503720.pdf,5.3030898,7.3570576,,
1878,1878,ABIA,ISIALA NGWA SOUTH,MBUTU NGWA,01-07-04-017,AMANKWO MARKET SQUARE,48,79,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,29,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618772/result_162487_1677505834_thumb.jpg,5.3064507,7.3568309,,
1882,1882,ABIA,ISIALA NGWA SOUTH,MBUTU UKWU,01-07-03-014,EGBELU MBUTU VILLAGE HALL,62,189,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,59,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17596/pu/127153/127153-1677591444.pdf,4.8281179,6.9544649,,
1886,1886,ABIA,ISIALA NGWA SOUTH,NGWAOBI,01-07-02-011,AMANO CENTERAL SCHOOL,20,29,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618780/result_162451_1677517988_thumb.jpg,5.2745386,7.3191208,,
1890,1890,ABIA,ISIALA NGWA SOUTH,NGWAOBI,01-07-02-013,OBI- NGWAOBI  HEALTH CENTRE,32,44,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,17,6,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17595/pu/127150/127150-1677513898.pdf,5.2691,7.32,,
1891,1891,ABIA,ISIALA NGWA SOUTH,OKPORO AHABA,01-07-10-012,UMUHIE - CIVIC HALL,177,634,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,147,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17603/pu/127192/127192-1677519660.pdf,5.2508437,7.3894772,,
1894,1894,ABIA,ISIALA NGWA SOUTH,OKPORO AHABA,01-07-10-015,OKPU-CHUKWU VILLAGE HALL,126,233,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,66,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17603/pu/127195/127195-1677514324.pdf,5.2508437,7.3894772,,
1897,1897,ABIA,ISIALA NGWA SOUTH,OMOBA,01-07-07-016,OVU AMAPU  - VILLAGE HALL,6,6,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,6,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17600/pu/127175/127175-1677519157.pdf,5.2485934,7.4023792,,
1901,1901,ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-016,UMUACHIRI UMUAPU  -COMMUNITY CIVIC CENTRE,37,57,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,29,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/127180/127180-1677511867.pdf,5.2892282,7.4231207,,
1903,1903,ABIA,ISIALA NGWA SOUTH,OVUNGWU,01-07-08-018,UMUOTIRI /AMATO COMM. SCHOOL AMAEDE,93,195,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,72,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17601/pu/127182/127182-1677507223.pdf,5.685018,7.6491951,,
1908,1908,ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-012,UMURASI - COMMUNITY CIVIC HALL,55,79,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,41,11,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/127187/127187-1677515891.pdf,5.2818255,7.4002872,,
1911,1911,ABIA,ISIALA NGWA SOUTH,OVUOKWU,01-07-09-015,EGBELU - UMUELEGHELE VILLAGE HALL,55,93,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,37,16,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3109/ward/17602/pu/127190/127190-1677596996.pdf,5.2785716,7.3866749,,
1916,1916,ABIA,ISUIKWUATO,IKEAGHA I,01-08-08-013,IHIAGU TOWN HALL NDUNDU,113,253,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,104,5,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3110/ward/17611/pu/127210/127210-1677497463.pdf,5.8513188,7.4468474,,
1918,1918,ABIA,ISUIKWUATO,IKEAGHA II,01-08-09-012,UKWUNWANGWU HEALTH CENTRE,55,191,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,53,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3110/ward/17612/pu/127213/127213-1677517729.pdf,5.8308097,7.4190943,,
1925,1925,ABIA,ISUIKWUATO,OGUNDUASA,01-08-05-016,ASUMKPA VILLAGE HALL,68,127,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,66,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618826/result_162690_1677497471_thumb.jpg,5.8118472,7.5084806,,
1927,1927,ABIA,ISUIKWUATO,UMUANYI / ABSU,01-08-10-008,ABSU PARK – ABSU,31,75,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,31,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618828/result_162749_1677658998_thumb.jpg,5.8281375,7.3953116,,
1928,1928,ABIA,ISUIKWUATO,UMUANYI / ABSU,01-08-10-011,ABSU PRIMARY SCHOOL,26,57,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,25,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618831/result_162752_1677658693_thumb.jpg,5.8295037,7.4192181,,
1930,1930,ABIA,ISUIKWUATO,UMUANYI / ABSU,01-08-10-014,ULOMA LAY-OUT MARKET SQUARE I,18,56,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,18,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618834/result_162755_1677585529_thumb.jpg,5.8184369,7.4056928,,
1933,1933,ABIA,ISUIKWUATO,UMUANYI / ABSU,01-08-10-019,UMUANYI MARKET SQUARE,52,120,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,68,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/08/ward/10/pu/019/019-1677384889.pdf,5.8376218,7.4148157,,
1947,1947,ABIA,OBINGWA,ABAYI  II,01-09-02-032,EHERE I COMMUNITY PRI SCH III,21,44,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,19,0,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618855/result_162809_1677526521_thumb.jpg,5.1286151,7.4260099,,
1950,1950,ABIA,OBINGWA,ABAYI  II,01-09-02-035,SEC. TECHNICAL SCH EHERE I,3,25,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,3,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618858/result_162812_1677517651_thumb.jpg,5.1058327,7.399562,,
1952,1952,ABIA,OBINGWA,ABAYI  II,01-09-02-037,MBAISI LAYOUT - UMUCHOKO,14,52,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,12,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618860/result_162814_1677531412_thumb.jpg,5.1053892,7.4327273,,
1954,1954,ABIA,OBINGWA,ABAYI  II,01-09-02-041,UMUOKAHIA - MKT SQ,138,659,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,122,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618864/result_162818_1677518884_thumb.jpg,5.1238934,7.3975845,,
1959,1959,ABIA,OBINGWA,ABAYI  II,01-09-02-046,"SEC. TECHNICAL SCH, EHERE II",4,6,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,4,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618869/result_162823_1677519098_thumb.jpg,5.1058327,7.399562,,
1961,1961,ABIA,OBINGWA,ABAYI  II,01-09-02-048,ANWA/AMAOLEWE VILLAGE SQ II,12,55,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,12,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618871/result_162825_1677518763_thumb.jpg,5.1053892,7.4327273,,
1968,1968,ABIA,OBINGWA,AHIABA,01-09-05-026,UMUAGU/UMUAGU HALL III,1,3,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618879/result_162915_1677516761_thumb.jpg,5.1505232,7.3874505,,
1975,1975,ABIA,OBINGWA,AKUMAIMO,01-09-08-027,UMUOLOLO COUNCIL HALL,43,104,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,41,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618895/result_163003_1677542980_thumb.jpg,5.1113123,7.4591348,,
1977,1977,ABIA,OBINGWA,AKUMAIMO,01-09-08-032,"ALAOMA SEC SCH, AKPA MBATOR",29,70,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,20,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618900/result_163008_1677543700_thumb.jpg,5.1022237,7.3932785,,
1978,1978,ABIA,OBINGWA,ALAUKWU OHANZE,01-09-07-029,UMUOBIAKWA ALAUKWU COMPREHENSIVE SEC SCH,103,198,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,83,13,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618901/result_162966_1677509691_thumb.jpg,5.0958885,7.3718758,,
1982,1982,ABIA,OBINGWA,ALAUKWU OHANZE,01-09-07-033,UMUEBERE COUNCIL HALL,71,104,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,66,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618905/result_162970_1677510609_thumb.jpg,5.1113123,7.4591348,,
1983,1983,ABIA,OBINGWA,ALAUKWU OHANZE,01-09-07-034,UMUAGWULA CIVIC - CENTRE I,80,384,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,67,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618906/result_162971_1677510961_thumb.jpg,5.1367663,7.4564713,,
1984,1984,ABIA,OBINGWA,ALAUKWU OHANZE,01-09-07-035,UMUAGWULA CIVIC - CENTRE II,85,340,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,64,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618907/result_162972_1677511244_thumb.jpg,5.1367663,7.4564713,,
1986,1986,ABIA,OBINGWA,ALAUKWU OHANZE,01-09-07-037,IBEOGELE CIVIC HALL,63,132,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,54,8,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618909/result_162974_1677511628_thumb.jpg,5.1308032,7.4705935,,
2001,2001,ABIA,OBINGWA,NDIAKATA / AMAIRINABUA,01-09-09-027,NLAGU MARKET SQUARE,2,4,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/09/ward/09/pu/027/027-1677376810.pdf,5.1392029,7.5260781,,
2004,2004,ABIA,OHAFIA,AMAEKE ABIRIBA,01-10-05-023,NEW POST OFFICE AGBO COURT ABIRIBA,0,135,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3112/ward/17629/pu/127350/127350-1677773695.pdf,5.7248803,7.7325043,,
2010,2010,ABIA,OSISIOMA,AMAVO,01-11-01-009,"UMUONUMA COUNCIL
HALL",69,183,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,60,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618937/result_163365_1677488912_thumb.jpg,5.2341671,7.319929,,
2012,2012,ABIA,OHAFIA,ANIA OHAFIA,01-10-10-025,CIVIC CENTER UGWU AFFIA AKANU OHAFIA,60,161,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,56,0,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3112/ward/17634/pu/127365/127365-1677480713.pdf,5.5605369,7.8358433,,
2013,2013,ABIA,OHAFIA,EBEM OHAFIA,01-10-02-017,IGBOROEZE BY ENGR LANCE JUNCTION,66,159,TRUE,-1,FALSE,FALSE,TRUE,FALSE,UNKNOWN,7,42,5,5,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618940/result_163138_1677558984_thumb.jpg,5.6249243,7.8177601,,
2015,2015,ABIA,OHAFIA,EBEM OHAFIA,01-10-02-019,CHIDINMA SQUARE,70,216,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,67,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618942/result_163140_1677559419_thumb.jpg,5.6214762,7.8296015,,
2018,2018,ABIA,OHAFIA,EBEM OHAFIA,01-10-02-022,PWD/CIVIL DEFENCE PREMISES,26,76,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,15,3,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618945/result_163143_1677556833_thumb.jpg,5.6249243,7.8177601,,
2019,2019,ABIA,OHAFIA,EBEM OHAFIA,01-10-02-023,EZIUKWU HEALTH CENTER,68,172,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,1,59,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618946/result_163144_1677526832_thumb.jpg,5.628947,7.8324092,,
2026,2026,ABIA,OHAFIA,NDI ELU NKPORO,01-10-03-025,AMURIE YOUTH HALL,36,136,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,2,30,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618964/result_163170_1677682269_thumb.jpg,5.7731339,7.7620434,,
2038,2038,ABIA,OHAFIA,NDI ETITI NKPORO,01-10-04-019,"ELEBE NDI NYOM AMAOKWE, VILLAGE OBUOFIA",39,78,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,29,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3112/ward/17628/pu/127349/127349-1677675222.pdf,5.7719824,7.7746098,,
2049,2049,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-024,"UMUKAEGBU COUNCIL
 HALL",7,32,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,2,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618995/result_163392_1677684937_thumb.jpg,5.1068756,7.3030592,,
2050,2050,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-025,"ISIAHIA TOWN HALL, 
MBUTUOMA",27,103,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,26,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618996/result_163393_1677685130_thumb.jpg,5.1068756,7.3030592,,
2053,2053,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-028,"UMUNWAKWUO VILLAGE 
HALL",27,97,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,23,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/618999/result_163396_1677683883_thumb.jpg,5.1068756,7.3030592,,
2057,2057,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-033,"MIGRANT FARMERS' PRIMARY 
SCHOOL, UMUOCHEALA",19,67,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,19,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619004/result_163401_1677683562_thumb.jpg,5.1165545,7.3180398,,
2059,2059,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-035,"LANDLORDS'  ASSOCIATION
 HALL, UMUGAA VILLAGE",17,65,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,16,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619006/result_163403_1677684246_thumb.jpg,5.1196966,7.3144091,,
2065,2065,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-047,"1ST POWERLINE EGBELU UMUIKPO, ARIARIA",31,101,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,28,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619018/result_163415_1677682676_thumb.jpg,5.1065137,7.3525868,,
2070,2070,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-054,"AMA ANUM COUNCIL
 HALL II",2,19,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,2,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619025/result_163422_1677682951_thumb.jpg,5.1068756,7.3030592,,
2077,2077,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-063,NWOKOCHA VILLAGE  SQUARE,18,90,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,16,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619034/result_163431_1677519924_thumb.jpg,5.1068756,7.3030592,,
2082,2082,ABIA,OSISIOMA,AMAITOLU MBUTU UMUOJIMA,01-11-02-071,UMUIDIA COUNCIL HALL,35,85,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,32,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/619042/result_163439_1677606471_thumb.jpg,5.1068756,7.3030592,,
