,Unnamed: 0,State,LGA,Ward,PU-Code,PU-Name,Accredited_Voters,Registered_Voters,Results_Found,Transcription_Count,Result_Sheet_Stamped,Result_Sheet_Corrected,Result_Sheet_Invalid,Result_Sheet_Unclear,Result_Sheet_Unsigned,APC,LP,PDP,NNPP,Results_File,lat,long,lat,long
975,975,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-011,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,47,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
976,976,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-012,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,31,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
977,977,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-013,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,36,16,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
978,978,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-014,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,11,6,3,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
979,979,ABIA,UGWUNAGBO,WARD SEVEN,01-12-07-015,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,34,16,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
980,980,ABIA,UGWUNAGBO,WARD SEVEN,01-12-08-001,ASA NNETU III - ASA NNETU  MOTOR PARTS MARKET II,113,976,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,71,14,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2047/result_163754_1677511473_thumb.jpg,5.0675848,7.3489551,,
983,983,ABIA,UGWUNAGBO,WARD EIGHT,01-12-08-007,OZA UMUEBUKWU  III - OZA UMUEBUKWU  MARKET SQUARE,45,369,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,36,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2064/result_163782_1677511740_thumb.jpg,5.0473459,7.3111562,,
984,984,ABIA,UGWUNAGBO,WARD EIGHT,01-12-08-008,AMAVOR  I - AMAVOR CIVIC CENTRE,18,221,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,15,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2065/result_163783_1677512010_thumb.jpg,5.0473459,7.3111562,,
987,987,ABIA,UGWUNAGBO,WARD NINE,01-12-09-001,IHIEUKWU  I - IHIEUKWU PRIMARY SCHOOL,135,820,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,106,19,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2068/result_163793_1677502414_thumb.jpg,5.0136857,7.3122527,,
991,991,ABIA,UGWUNAGBO,WARD NINE,01-12-09-005,IHIEOBEAKU  I - IHIEOBEAKU PRIMARY SCHOOL,147,835,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,114,19,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2072/result_163797_1677504132_thumb.jpg,5.0312647,7.3146163,,
993,993,ABIA,UGWUNAGBO,WARD NINE,01-12-09-007,IHIEMBASO  I - IHIEBASO CIVIC HALL I,123,759,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,108,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2074/result_163799_1677505405_thumb.jpg,5.0034242,7.3138554,,
994,994,ABIA,UGWUNAGBO,WARD NINE,01-12-09-008,IHIEMBASO  I - IHIEBASO CIVIC HALL I,123,759,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,95,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2074/result_163799_1677505405_thumb.jpg,5.0034242,7.3138554,,
996,996,ABIA,UGWUNAGBO,WARD NINE,01-12-09-010,AMORJI IHIE - AMORJI IHIE MARKET SQUARE,17,185,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,16,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2077/result_163802_1677506540_thumb.jpg,5.020187,7.3152051,,
997,997,ABIA,UGWUNAGBO,WARD NINE,01-12-09-011,AMORJI IHIE - AMORJI IHIE MARKET SQUARE,17,185,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,14,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2077/result_163802_1677506540_thumb.jpg,5.020187,7.3152051,,
998,998,ABIA,UGWUNAGBO,WARD NINE,01-12-09-012,AMUZU IHIE II - UMUAGARA VILLAGE HALL,45,538,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,29,12,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2079/result_163804_1677506910_thumb.jpg,5.020187,7.3152051,,
1006,1006,ABIA,UGWUNAGBO,WARD TEN,01-12-10-006,OBUZORNGWA  II - OBUZORNGWA MARKET SQUARE,60,347,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,31,21,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2087/result_163814_1677516504_thumb.jpg,4.9829012,7.3030592,,
1009,1009,ABIA,UGWUNAGBO,WARD TEN,01-12-10-009,AMAORJI AMANO  III - AMAORJI AMANO MARKET SQUARE,37,102,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,30,2,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2090/result_163817_1677518403_thumb.jpg,4.9829012,7.3030592,,
1012,1012,ABIA,UKWA EAST,IKWURIATOR EAST,01-13-01-003,NKPUKPULE VILLAGE SQUARE - NKPUKPULE,93,275,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,44,24,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2093/result_163820_1677504363_thumb.jpg,4.8676039,7.4760047,,
1016,1016,ABIA,UKWA EAST,IKWURIATOR WEST,01-13-02-002,OBUOZU VILLAGE HALL - OBUOZU,129,830,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,84,22,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3115/ward/17657/pu/2103/2103-1677579831.pdf,4.9710129,7.4435441,,
1021,1021,ABIA,UKWA EAST,AZUMINI,01-13-03-004,OKOROMA VILLAGE HALL - OKOROMA,151,897,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,6,104,17,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/13/ward/03/pu/004/004-1677421540.pdf,4.9225768,7.5029753,,
1024,1024,ABIA,UKWA EAST,UMUIGUBE ACHARA,01-13-04-001,CPS AKIRIKA UKU - AKIRIKI UKU  I,151,834,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,67,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2107/result_163838_1677505973_thumb.jpg,4.995989,7.4016385,,
1039,1039,ABIA,UKWA EAST,OBOHIA,01-13-06-003,UMUOKOROAJA  VILLAGE HALL - UMUOKOROAJA,228,1036,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,167,30,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2122/result_163859_1677495594_thumb.jpg,4.9034545,7.377318,,
1044,1044,ABIA,UKWA EAST,IKWUEKE EAST,01-13-07-004,OHAOBU VILLAGE SQUARE - OHAOBU  I,86,242,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,4,51,15,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2128/result_163867_1677492508_thumb.jpg,4.883588,7.4273195,,
1045,1045,ABIA,UKWA EAST,IKWUEKE EAST,01-13-07-005,OHAOBU VILLAGE SQUARE - OHAOBU  II,70,304,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,11,38,7,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2129/result_163868_1677492680_thumb.jpg,4.883588,7.4273195,,
1053,1053,ABIA,UKWA EAST,IKWUEKE  WEST,01-13-08-003,OBUNKU C.P.S - OBUNKU  I,115,585,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,48,44,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2137/result_163878_1677489737_thumb.jpg,4.8886231,7.3793444,,
1054,1054,ABIA,UKWA EAST,IKWUEKE  WEST,01-13-08-004,OBUNKU C.P.S - OBUNKU  II,86,384,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,27,42,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2138/result_163879_1677489894_thumb.jpg,4.8886231,7.3793444,,
1070,1070,ABIA,UKWA EAST,IKWUORIE,01-13-10-008,OGBUNGA VILLAGE SQUARE - OGBURGA,45,265,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,41,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2155/result_163901_1677499118_thumb.jpg,4.9456561,7.4056928,,
1071,1071,ABIA,UKWA  WEST,ASA NORTH,01-14-01-002,OMUMA UZOR VILLAGE SQUARE / OMUMA UZOR,182,1381,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,11,159,9,1,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/2163/2163-1677695970.pdf,5.086438,7.2814718,,
1074,1074,ABIA,UKWA  WEST,ASA NORTH,01-14-01-007,UMUEZEKE VILLAGE HALL / UMUEZEKE I,116,688,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,23,68,4,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/2168/2168-1677516292.pdf,5.07083,7.297993,,
1075,1075,ABIA,UKWA  WEST,ASA NORTH,01-14-01-008,UMUEZEKE VILLAGE HALL / UMUEZEKE II,84,579,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,8,46,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17666/pu/2169/2169-1677695503.pdf,5.07083,7.297993,,
1085,1085,ABIA,UKWA  WEST,ASA SOUTH,01-14-04-002,UMUAKA VILLAGE SQUARE / UMUAKA  I,138,783,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,40,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17669/pu/2187/2187-1677518837.pdf,5.0347652,7.2814718,,
1096,1096,ABIA,UKWA  WEST,OBUZOR,01-14-05-010,OBIBOR C.P.S./OBIBOR II,112,745,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,8,92,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17670/pu/2202/2202-1677612215.pdf,4.9381058,7.2133819,,
1100,1100,ABIA,UKWA  WEST,IPU  EAST,01-14-07-002,OBECHIE VILLAGE HALL / OBECHIE,145,927,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,59,40,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17672/pu/2209/2209-1677483264.pdf,4.9629775,7.2383178,,
1101,1101,ABIA,UKWA  WEST,IPU  EAST,01-14-07-003,UMUDIOBIA I / UMUDIOBIA C.P.S,128,796,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,38,9,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17672/pu/2210/2210-1677487559.pdf,4.9622539,7.2349193,,
1102,1102,ABIA,UKWA  WEST,IPU  EAST,01-14-07-004,UMUDIOBIA MARKET SQUARE / UMUDIOBIA,103,667,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,4,69,13,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17672/pu/2211/2211-1677476264.pdf,4.9622539,7.2349193,,
1104,1104,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-003,C.P.S OKOHIA / OKOHIA,141,1307,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,121,7,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/2216/2216-1677603158.pdf,4.8889504,7.1709449,,
1105,1105,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-004,CENTRAL SCHOOL IMO RIVER / IMO RIVER I,54,630,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,49,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/2217/2217-1677603572.pdf,4.892442,7.166929,,
1106,1106,ABIA,UKWA  WEST,IPU   SOUTH,01-14-08-005,TOWN  SCHOOL IMO RIVER / IMO RIVER I,85,961,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,73,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17673/pu/2218/2218-1677603950.pdf,4.892442,7.166929,,
1109,1109,ABIA,UKWA  WEST,OZAA UKWU,01-14-09-006,C.P.S OWO ASA/OWO - ASA  I,80,416,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,54,20,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17674/pu/2225/2225-1677471078.pdf,4.9772458,7.280668,,
1118,1118,ABIA,UKWA  WEST,OZAA  WEST,01-14-10-005,UMUORIE C.P.S / UMUORIE,131,779,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,88,10,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17675/pu/2236/2236-1677496854.pdf,4.9058515,7.276076,,
1122,1122,ABIA,UKWA  WEST,OZAA  WEST,01-14-10-009,N.P.S UMUKALU / UMUKALU II,183,663,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,11,131,21,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3116/ward/17675/pu/2240/2240-1677491346.pdf,4.9058515,7.276076,,
1124,1124,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-001,NKATA  I - NKATA PRIMARY SCHOOL,457,1842,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,403,9,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2236/result_164032_1677590062_thumb.jpg,5.566075,7.5355555,,
1129,1129,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-006,ISIEKE UMUAJIJI  I - ISIEKE CENTRAL SCHOOL,365,1539,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,333,14,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/01/pu/006/006-1677358902.pdf,5.5460327,7.5337361,,
1130,1130,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-007,ISIEKE UMUAJIJI  II - ISIEKE CENTRAL SCHOOL,224,906,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,164,15,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2242/result_164038_1677584933_thumb.jpg,5.5460327,7.5337361,,
1131,1131,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-008,ISIEKE UMUAJIJI  III - ISIEKE SECONDARY SCHOOL,126,782,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,125,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2243/result_164039_1677593178_thumb.jpg,5.5460327,7.5337361,,
1140,1140,ABIA,UMUAHIA NORTH,IBEKU EAST  I,01-15-01-017,ISIEKE UMUAJIJI  III - ISIEKE CENTRAL SCHOOL,147,755,TRUE,-1,TRUE,FALSE,FALSE,FALSE,UNKNOWN,0,3,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2252/result_164048_1677594234_thumb.jpg,5.5460327,7.5337361,,
1148,1148,ABIA,UMUAHIA NORTH,IBEKU EAST  II,01-15-02-012,EMEDE UMUAKANU- UMUAKANU VILLAGE SQUARE,145,757,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,136,3,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/02/pu/012/012-1677417155.pdf,5.5581308,7.4905907,,
1161,1161,ABIA,UMUAHIA NORTH,NDUME,01-15-03-014,AHIAEKE OFEKE - OFEKE MARKET SQUARE,232,1355,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,210,7,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2278/result_164104_1677593790_thumb.jpg,5.5121511,7.5364315,,
1210,1210,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  II,01-15-06-005,URBAN/ABIRIBA/EKET ST. - ST. STEPHENS PRIMARY SCHOOL,429,2061,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,377,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2336/result_164257_1677520078_thumb.jpg,5.5349971,7.4982324,,
1212,1212,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  II,01-15-06-008,ORLU/KADUNA ST. - ST. STEPHENS PRIMARY SCHOOL,336,1278,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,327,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2339/result_164260_1677605365_thumb.jpg,5.5361506,7.4986151,,
1221,1221,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-002,UYO/AHOADA/KANO/OGOJA/AWKA -  PRIMARY SCHOOOL  II,284,1057,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,275,3,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2349/result_164298_1677507819_thumb.jpg,5.5432155,7.4895345,,
1223,1223,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-004,DEGEMA/ACCRA/EKET/KADUNA/ORLU - URBAN  II PRIMARY SCHOOL,205,1356,TRUE,-1,TRUE,TRUE,FALSE,FALSE,UNKNOWN,2,190,2,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/07/pu/004/004-1677396499.pdf,5.5432155,7.4895345,,
1225,1225,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-008,"UGWUNCHARA/OBORO/ASABA/
OJI RIVER STREET.",197,806,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,2,190,4,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2355/result_164304_1677508278_thumb.jpg,5.5438287,7.4944786,,
1227,1227,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-010,"UDI/ OJI RIVER JNR. GIRLS' SEC
SCHOOL.",63,321,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,61,1,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2357/result_164306_1677508633_thumb.jpg,5.5429807,7.4955574,,
1229,1229,ABIA,UMUAHIA NORTH,UMUAHIA URBAN  III,01-15-07-012,JUNIOR SECONDARY SCHOOL NGWA/ASABA - JUNIOR GIRLS SECONDARY SCHOOL,160,636,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,3,141,5,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2359/result_164308_1677509034_thumb.jpg,5.5488006,7.4972924,,
1244,1244,ABIA,UMUAHIA NORTH,NKWOEGWU,01-15-09-010,UMUOSU OKAIUGA - UMUOSU OKAIUGA SQUARE,68,516,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,63,0,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2381/result_164346_1677591266_thumb.jpg,5.5676809,7.4604487,,
1269,1269,ABIA,UMUAHIA NORTH,UMUHU,01-15-11-010,UMUALA/UMUEZEOMA - NKWO UMUHU HALL,167,576,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,3,149,8,1,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/11/pu/010/010-1677381662.pdf,5.6506203,7.4489531,,
1271,1271,ABIA,UMUAHIA NORTH,UMUHU,01-15-11-012,"UMUEZIAMA- UMUEZIAMA 
PRI. SCH.",161,542,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,28,101,16,2,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/15/ward/11/pu/012/012-1677390125.pdf,5.6506203,7.4489531,,
1338,1338,ABIA,UMUAHIA  SOUTH,AMAKAMA,01-16-07-006,UMUBIOKO / UMUELEM  -  AMAKAMA CENTRAL SCHOOL,39,89,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,37,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3118/ward/17694/pu/2519/2519-1677580693.pdf,5.4764944,7.5101174,,
1391,1391,ABIA,UMU - NNEOCHI,MBALA/ACHARA,01-17-03-011,ACHARA VILLAGE HALL I,131,554,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,6,60,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/03/pu/011/011-1677411418.pdf,6.0231477,7.3894772,,
1392,1392,ABIA,UMU - NNEOCHI,MBALA/ACHARA,01-17-03-012,ACHARA VILLAGE HALL II,56,342,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/03/pu/012/012-1677414487.pdf,6.0231477,7.3894772,,
1397,1397,ABIA,UMU - NNEOCHI,EZINGODO,01-17-04-004,EZINGODO COMMUNITY SCHOOL,89,774,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,7,74,6,0,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2598/result_164636_1677506935_thumb.jpg,5.9660885,7.3807798,,
1435,1435,ABIA,UMU - NNEOCHI,UBAHU/AKAWA/AROKPA,01-17-08-001,MKPACHA AKAWA VILLAGE SQUARE,132,528,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,129,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/08/pu/001/001-1677409646.pdf,5.9274476,7.2841698,,
1437,1437,ABIA,UMU - NNEOCHI,UBAHU/AKAWA/AROKPA,01-17-08-003,AROIKPA PRIMARY SCHOOL,56,376,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,48,2,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/17/ward/08/pu/003/003-1677410657.pdf,5.9298218,7.3030592,,
1463,1463,ABIA,UMU - NNEOCHI,OBINOLU/OBIAGU/LA,01-17-12-002,OBINOLU VILLAGE SQUARE,152,707,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,5,132,5,1,https://inec-cvr-cache.s3.eu-west-1.amazonaws.com/cached/results/2667/result_164727_1677492285_thumb.jpg,5.9518612,7.3855108,,
1473,1473,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-053,BTC SCHOOL PREMISES VIII,5,10,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,5,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/053/053-1677423289.pdf,5.1174663,7.3521622,,
1478,1478,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-062,OLD INTERNAL REVENUE PREMISES X (NIPP),82,579,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,81,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/062/062-1677425283.pdf,5.1237078,7.3823656,,
1479,1479,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-063,OLD INTERNAL REVENUE PREMISES XI (NIPP),98,627,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,1,98,1,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/09/pu/063/063-1677424610.pdf,5.1237078,7.3823656,,
1480,1480,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-077,ROCK HOUSE PRI AND NUR. SCH IV,59,315,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,1,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/126728/126728-1677506485.pdf,5.1089997,7.3435539,,
1481,1481,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-080,ROCK HOUSE PRIMARY AND NUR.  SCHOOL PREMISES  VII,62,339,TRUE,-1,FALSE,TRUE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/126731/126731-1677504152.pdf,5.1089997,7.3435539,,
1482,1482,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-081,ROCK HOUSE PRI AND NUR. SCH  VIII,50,337,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,0,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/126732/126732-1677497157.pdf,5.1089997,7.3435539,,
1484,1484,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-087,OSUSU VILLAGE HALL PREMISES VIILAGE X,14,122,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,15,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/126738/126738-1677493158.pdf,5.1160277,7.3532638,,
1489,1489,ABIA,ABA NORTH,ARIARIA MARKET,01-01-09-092,OSUSU VILLAGE HALL XV,24,148,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,1,23,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/1/lga/3103/ward/17534/pu/126743/126743-1677565520.pdf,5.1089997,7.3435539,,
1491,1491,ABIA,ABA NORTH,EZIAMA,01-01-01-034,ABIA PLOY XVII,8,15,TRUE,-1,FALSE,FALSE,FALSE,FALSE,UNKNOWN,0,8,0,0,https://docs.inecelectionresults.net/elections_prod/1292/state/01/lga/01/ward/01/pu/034/034-1677374155.pdf,5.1288464,7.361447,,
